f4f8429c-2918-4895-bbab-25f71c9bf4c2;2018-08-14T18:53:39.945618;2018-08-14T18:53:41.174603
f4f8429c-2918-4895-bbab-25f71c9bf4c2;2018-08-14T18:53:39.945618;2018-08-14T18:53:41.174877
7918ce5d-8ed3-401c-a063-fd2083fc0393;2018-08-14T18:55:08.729748;2018-08-14T18:55:10.017944
7918ce5d-8ed3-401c-a063-fd2083fc0393;2018-08-14T18:55:08.729748;2018-08-14T18:55:10.018233
26e2867d-abd1-4956-95a8-aa775f2e83bd;2018-08-14T18:55:34.989555;2018-08-14T18:55:36.367315
c88a7719-6368-406f-b7b7-76be4e8956da;2018-08-14T18:55:46.898580;2018-08-14T18:55:48.620811
c88a7719-6368-406f-b7b7-76be4e8956da;2018-08-14T18:55:46.898580;2018-08-14T18:55:48.621086
5f3c9506-537b-47d4-89c7-a10c723b4ad8;2018-08-14T18:55:53.255340;2018-08-14T18:55:53.891742
5f3c9506-537b-47d4-89c7-a10c723b4ad8;2018-08-14T18:55:53.255340;2018-08-14T18:55:53.892263
441fd85e-5c6c-4a91-8d12-96f3a255c074;2018-08-14T18:56:16.901390;2018-08-14T18:56:18.513032
441fd85e-5c6c-4a91-8d12-96f3a255c074;2018-08-14T18:56:16.901390;2018-08-14T18:56:18.513442
ad8074ba-3e33-40ff-b5fe-420b95cb03de;2018-08-14T18:56:29.648311;2018-08-14T18:56:30.772632
ad8074ba-3e33-40ff-b5fe-420b95cb03de;2018-08-14T18:56:29.648311;2018-08-14T18:56:30.772889
872b4cc2-4369-410c-a63e-8b94cdeed8bb;2018-08-14T18:56:37.839080;2018-08-14T18:56:38.472349
872b4cc2-4369-410c-a63e-8b94cdeed8bb;2018-08-14T18:56:37.839080;2018-08-14T18:56:38.472566
a1ac275b-689f-4def-94a6-8f61b8d1490c;2018-08-14T18:57:12.585776;2018-08-14T18:57:13.687975
02bbed86-08fb-404e-b74d-0cfa92d6f7ea;2018-08-14T18:57:16.242742;2018-08-14T18:57:16.993692
