15;49;53;arrival;1358_1;25890;5;28
15;49;88;arrival;1358_1;25890;5;28
15;49;106;arrival;1358_1;25890;5;28
15;49;108;arrival;1358_1;25890;5;28
15;49;126;arrival;1358_1;25890;5;28
15;49;142;arrival;1358_1;25890;5;28
15;49;153;arrival;1358_1;25890;5;28
15;49;159;arrival;1358_1;25890;5;28
15;49;182;arrival;7865_1;11490;83;762
15;49;191;arrival;1358_1;25890;5;28
15;49;192;arrival;1358_1;25890;5;28
15;49;206;arrival;7865_1;11490;83;762
15;49;212;arrival;7865_1;11490;83;762
15;49;218;arrival;1358_1;25890;5;28
15;49;219;arrival;7160_1;17955;79;812
15;49;225;arrival;7160_1;17955;79;812
15;49;237;arrival;7112_1;20696;138;1395
15;49;257;arrival;1358_1;25890;5;28
15;50;263;arrival;5890_1;13683;170;1694
15;50;268;arrival;6590_1;6902;236;2497
15;50;270;arrival;1358_1;25890;5;28
15;50;273;arrival;1358_1;25890;5;28
15;50;274;arrival;7160_1;17955;79;812
15;50;278;arrival;7112_1;20696;138;1395
15;50;281;arrival;7112_1;20696;138;1395
15;50;295;arrival;1358_1;25890;5;28
15;50;297;arrival;1358_1;25890;5;28
15;50;299;arrival;7160_1;17955;79;812
15;50;318;arrival;7160_1;17955;79;812
15;50;325;arrival;1358_1;25890;5;28
15;50;325;arrival;1358_1;25890;5;28
15;50;328;arrival;7112_1;20696;138;1395
15;50;333;arrival;1358_1;25890;5;28
15;50;334;arrival;6590_1;6902;236;2497
15;50;337;arrival;5890_1;13683;170;1694
15;50;347;arrival;1358_1;25890;5;28
15;50;350;arrival;7112_1;20696;138;1395
15;50;369;arrival;7160_1;17955;79;812
15;50;370;arrival;7112_1;20696;138;1395
15;50;385;arrival;7865_1;11490;83;762
15;50;389;arrival;6958_1;13353;243;2586
15;50;389;arrival;6392_1;10695;344;3437
15;50;391;arrival;1358_1;25890;5;28
15;50;395;arrival;6958_1;13353;243;2586
15;50;399;arrival;6038_1;15180;211;2201
15;50;404;arrival;5978_1;18229;320;3082
15;50;405;arrival;7961_1;21187;316;3009
15;50;415;arrival;6392_1;10695;344;3437
15;50;415;arrival;1358_1;25890;5;28
15;50;421;arrival;7160_1;17955;79;812
15;50;424;arrival;6392_1;10695;344;3437
15;50;426;arrival;7943_1;14320;326;3288
15;50;427;arrival;7112_1;20696;138;1395
15;50;428;arrival;5890_1;13683;170;1694
15;50;430;arrival;7961_1;21187;316;3009
15;50;430;arrival;6392_1;10695;344;3437
15;50;432;arrival;1358_1;25890;5;28
15;50;436;arrival;7160_1;17955;79;812
15;50;438;arrival;1358_1;25890;5;28
15;50;454;arrival;1358_1;25890;5;28
15;50;457;arrival;7865_1;11490;83;762
15;50;458;arrival;7112_1;20696;138;1395
15;50;461;arrival;1358_1;25890;5;28
15;50;462;arrival;1358_1;25890;5;28
15;50;465;arrival;7961_1;21187;316;3009
15;50;466;arrival;5890_1;13683;170;1694
15;50;467;arrival;6392_1;10695;344;3437
15;50;470;arrival;7961_1;21187;316;3009
15;50;473;arrival;1358_1;25890;5;28
15;50;475;arrival;6590_1;6902;236;2497
15;50;477;arrival;7112_1;20696;138;1395
15;50;481;arrival;6392_1;10695;344;3437
15;50;481;arrival;7160_1;17955;79;812
15;50;481;arrival;7943_1;14320;326;3288
15;50;484;arrival;8295_1;3182;312;3186
15;50;488;arrival;6958_1;13353;243;2586
15;50;490;arrival;6392_1;10695;344;3437
15;50;491;arrival;8295_1;3182;312;3186
15;50;491;arrival;7943_1;14320;326;3288
15;50;491;arrival;6590_1;6902;236;2497
15;50;495;arrival;6392_1;10695;344;3437
15;50;495;arrival;7425_1;19706;317;3004
15;50;497;arrival;6590_1;6902;236;2497
15;50;498;arrival;6025_1;6981;393;3997
15;50;500;arrival;7160_1;17955;79;812
15;50;500;arrival;6025_1;6981;393;3997
15;50;503;arrival;7865_1;11490;83;762
15;50;505;arrival;7961_1;21187;316;3009
15;50;507;arrival;6392_1;10695;344;3437
15;50;515;arrival;6038_1;15180;211;2201
15;50;515;arrival;7160_1;17955;79;812
15;50;517;arrival;7865_1;11490;83;762
15;50;518;arrival;6590_1;6902;236;2497
15;50;523;arrival;7112_1;20696;138;1395
15;50;526;arrival;7961_1;21187;316;3009
15;50;527;arrival;7425_1;19706;317;3004
15;50;529;arrival;6392_1;10695;344;3437
15;50;534;arrival;7112_1;20696;138;1395
15;50;535;arrival;7160_1;17955;79;812
15;50;535;arrival;1358_1;25890;5;28
15;50;537;arrival;6958_1;13353;243;2586
15;50;538;arrival;5978_1;18229;320;3082
15;50;539;arrival;6025_1;6981;393;3997
15;50;544;arrival;7865_1;11490;83;762
15;50;545;arrival;7865_1;11490;83;762
15;50;545;arrival;7160_1;17955;79;812
15;50;546;arrival;6392_1;10695;344;3437
15;50;546;arrival;7425_1;19706;317;3004
15;50;549;arrival;6958_1;13353;243;2586
15;50;550;arrival;7943_1;14320;326;3288
15;50;550;arrival;1358_1;25890;5;28
15;50;554;arrival;1358_1;25890;5;28
15;50;557;arrival;6392_1;10695;344;3437
15;50;558;arrival;7943_1;14320;326;3288
