16;1;34;arrival;1358_1;25890;5;28
16;1;108;arrival;1358_1;25890;5;28
16;1;149;arrival;1358_1;25890;5;28
16;1;171;arrival;7112_1;20696;138;1395
16;1;175;arrival;7160_1;17955;79;812
16;1;204;arrival;7160_1;17955;79;812
16;1;211;arrival;7160_1;17955;79;812
16;1;215;arrival;7160_1;17955;79;812
16;1;225;arrival;7112_1;20696;138;1395
16;1;226;arrival;1358_1;25890;5;28
16;1;246;arrival;1358_1;25890;5;28
16;1;249;arrival;1358_1;25890;5;28
16;1;249;arrival;7112_1;20696;138;1395
16;1;255;arrival;1358_1;25890;5;28
16;1;260;arrival;7865_1;11490;83;762
16;1;263;arrival;1358_1;25890;5;28
16;1;264;arrival;7112_1;20696;138;1395
16;1;264;arrival;6038_1;15180;211;2201
16;1;267;arrival;7865_1;11490;83;762
16;1;275;arrival;1358_1;25890;5;28
16;1;278;arrival;7865_1;11490;83;762
16;1;281;arrival;7160_1;17955;79;812
16;1;286;arrival;5890_1;13683;170;1694
16;1;289;arrival;1358_1;25890;5;28
16;1;293;arrival;1358_1;25890;5;28
16;1;294;arrival;7160_1;17955;79;812
16;1;298;arrival;1358_1;25890;5;28
16;1;298;arrival;7112_1;20696;138;1395
16;1;313;arrival;7112_1;20696;138;1395
16;1;322;arrival;7160_1;17955;79;812
16;1;337;arrival;5890_1;13683;170;1694
16;1;338;arrival;6958_1;13353;243;2586
16;1;344;arrival;7160_1;17955;79;812
16;1;347;arrival;7160_1;17955;79;812
16;1;347;arrival;1358_1;25890;5;28
16;1;352;arrival;7112_1;20696;138;1395
16;1;354;arrival;7112_1;20696;138;1395
16;1;358;arrival;5890_1;13683;170;1694
16;1;361;arrival;7943_1;14320;326;3288
16;1;367;arrival;1358_1;25890;5;28
16;1;370;arrival;1358_1;25890;5;28
16;1;373;arrival;7160_1;17955;79;812
16;1;377;arrival;1358_1;25890;5;28
16;1;379;arrival;7112_1;20696;138;1395
16;1;382;arrival;7160_1;17955;79;812
16;1;389;arrival;1358_1;25890;5;28
