12;37;99;arrival;1358_1;25890;5;28
12;38;169;arrival;1358_1;25890;5;28
12;38;171;arrival;7160_1;17955;79;812
12;38;175;arrival;1358_1;25890;5;28
12;38;185;arrival;7160_1;17955;79;812
12;38;187;arrival;7160_1;17955;79;812
12;38;189;arrival;7160_1;17955;79;812
12;39;219;arrival;1358_1;25890;5;28
12;39;226;arrival;7160_1;17955;79;812
12;39;248;arrival;7865_1;11490;83;762
12;39;252;arrival;1358_1;25890;5;28
12;39;264;arrival;7865_1;11490;83;762
12;39;264;arrival;7160_1;17955;79;812
12;40;266;arrival;7160_1;17955;79;812
12;40;269;arrival;1358_1;25890;5;28
12;40;284;arrival;1358_1;25890;5;28
12;40;298;arrival;7160_1;17955;79;812
12;41;334;arrival;1358_1;25890;5;28
12;41;336;arrival;1358_1;25890;5;28
12;41;336;arrival;1358_1;25890;5;28
12;41;350;arrival;1358_1;25890;5;28
12;41;354;arrival;7865_1;11490;83;762
12;41;359;arrival;6590_1;6902;236;2497
12;41;361;arrival;7865_1;11490;83;762
12;41;362;arrival;7160_1;17955;79;812
12;41;362;arrival;7160_1;17955;79;812
12;41;365;arrival;7865_1;11490;83;762
12;41;370;arrival;6590_1;6902;236;2497
12;41;376;arrival;7865_1;11490;83;762
12;41;376;arrival;7961_1;21187;316;3009
12;41;379;arrival;1358_1;25890;5;28
12;41;379;arrival;6069_1;19499;328;3339
12;41;393;arrival;7112_1;20696;138;1395
12;41;395;arrival;5978_1;18229;320;3082
12;42;422;arrival;1358_1;25890;5;28
12;42;432;arrival;7865_1;11490;83;762
12;42;432;arrival;7961_1;21187;316;3009
12;42;432;arrival;6590_1;6902;236;2497
12;42;435;arrival;6590_1;6902;236;2497
12;42;448;arrival;6590_1;6902;236;2497
12;42;449;arrival;7112_1;20696;138;1395
12;42;452;arrival;7961_1;21187;316;3009
12;42;452;arrival;7943_1;14320;326;3288
12;42;453;arrival;7943_1;14320;326;3288
12;42;458;arrival;8295_1;3182;312;3186
12;42;462;arrival;7865_1;11490;83;762
12;43;465;arrival;7425_1;19703;375;3640
12;43;468;arrival;5890_1;13683;170;1694
12;43;473;arrival;1358_1;25890;5;28
12;43;473;arrival;1358_1;25890;5;28
12;43;492;arrival;6392_1;4542;339;3351
12;43;493;arrival;6069_1;19499;328;3339
12;43;495;arrival;6958_1;13353;243;2586
12;43;499;arrival;6392_1;4542;339;3351
12;43;512;arrival;7112_1;20696;138;1395
12;43;513;arrival;7160_1;17955;79;812
12;43;517;arrival;7160_1;17955;79;812
12;43;523;arrival;7112_1;20696;138;1395
12;43;524;arrival;6038_1;15180;211;2201
12;43;527;arrival;6590_1;6902;236;2497
12;44;530;arrival;6392_1;4542;339;3351
12;44;533;arrival;7112_1;20696;138;1395
12;44;533;arrival;7943_1;14320;326;3288
12;44;538;arrival;7112_1;20696;138;1395
12;44;542;arrival;7865_1;11490;83;762
12;44;547;arrival;7943_1;14320;326;3288
12;44;549;arrival;7425_1;19703;375;3640
12;44;549;arrival;7943_1;14320;326;3288
12;44;551;arrival;5890_1;13683;170;1694
12;44;552;arrival;7112_1;20696;138;1395
12;44;553;arrival;1358_1;25890;5;28
12;44;553;arrival;6392_1;4542;339;3351
12;44;555;arrival;7160_1;17955;79;812
12;44;556;arrival;5978_1;18229;320;3082
12;44;556;arrival;7961_1;21187;316;3009
12;44;561;arrival;7112_1;20696;138;1395
12;44;564;arrival;6069_1;19499;328;3339
12;44;566;arrival;7865_1;11490;83;762
12;44;566;arrival;7160_1;17955;79;812
12;44;567;arrival;7160_1;17955;79;812
12;44;570;arrival;6590_1;6902;236;2497
12;44;571;arrival;7112_1;20696;138;1395
12;44;576;arrival;7865_1;11490;83;762
12;44;578;arrival;8295_1;3182;312;3186
12;44;581;arrival;7160_1;17955;79;812
12;44;581;arrival;7112_1;20696;138;1395
12;44;587;arrival;6958_1;13353;243;2586
12;44;589;arrival;6958_1;13353;243;2586
12;44;590;arrival;5978_1;18229;320;3082
12;44;590;arrival;6038_1;15180;211;2201
12;44;591;arrival;6038_1;15180;211;2201
12;45;603;arrival;7160_1;17955;79;812
12;45;605;arrival;6392_1;4542;339;3351
12;45;608;arrival;6038_1;15180;211;2201
12;45;611;arrival;7943_1;14320;326;3288
12;45;614;arrival;6590_1;6902;236;2497
12;45;615;arrival;6069_1;19499;328;3339
12;45;617;arrival;6392_1;4542;339;3351
12;45;622;arrival;7160_1;17955;79;812
12;45;623;arrival;6392_1;4542;339;3351
12;45;624;arrival;7160_1;17955;79;812
12;45;628;arrival;5890_1;13683;170;1694
12;45;629;arrival;7865_1;11490;83;762
12;45;632;arrival;7943_1;14320;326;3288
12;45;632;arrival;6392_1;4542;339;3351
12;45;633;arrival;6448_1;11585;595;6201
12;45;641;arrival;6590_1;6902;236;2497
12;45;642;arrival;6448_1;11585;595;6201
12;45;644;arrival;6958_1;13353;243;2586
12;45;653;arrival;6590_1;6902;236;2497
