18;38;147;arrival;1358_1;25890;5;28
18;38;162;arrival;1358_1;25890;5;28
18;38;177;arrival;1358_1;25890;5;28
18;38;180;arrival;7865_1;11490;83;762
18;38;184;arrival;7160_1;17955;79;812
18;38;186;arrival;7160_1;17955;79;812
18;38;187;arrival;1358_1;25890;5;28
18;38;188;arrival;7160_1;17955;79;812
18;39;216;arrival;1358_1;25890;5;28
18;39;237;arrival;5890_1;13683;170;1694
18;39;247;arrival;6038_1;15180;211;2201
18;39;254;arrival;1358_1;25890;5;28
18;39;261;arrival;7865_1;11490;83;762
18;39;266;arrival;7112_1;20696;138;1395
18;39;268;arrival;7865_1;11490;83;762
18;40;272;arrival;1358_1;25890;5;28
18;40;278;arrival;7160_1;17955;79;812
18;40;293;arrival;5890_1;13683;170;1694
18;40;299;arrival;7160_1;17955;79;812
18;40;300;arrival;7865_1;11490;83;762
18;40;305;arrival;7160_1;17955;79;812
18;40;333;arrival;7112_1;20696;138;1395
18;40;334;arrival;7112_1;20696;138;1395
18;41;345;arrival;1358_1;25890;5;28
18;41;346;arrival;7112_1;20696;138;1395
18;41;354;arrival;7160_1;17955;79;812
18;41;356;arrival;7961_1;21187;316;3009
18;41;364;arrival;7865_1;11490;83;762
18;41;383;arrival;7160_1;17955;79;812
18;41;384;arrival;8295_1;3182;312;3186
18;41;384;arrival;1358_1;25890;5;28
18;41;386;arrival;1358_1;25890;5;28
18;41;388;arrival;7160_1;17955;79;812
18;41;391;arrival;7865_1;11490;83;762
18;41;394;arrival;7112_1;20696;138;1395
18;42;410;arrival;1358_1;25890;5;28
18;42;417;arrival;7160_1;17955;79;812
18;42;423;arrival;7112_1;20696;138;1395
18;42;431;arrival;6590_1;6902;236;2497
18;42;434;arrival;6392_1;4542;339;3351
18;42;434;arrival;7112_1;20696;138;1395
18;42;441;arrival;1358_1;25890;5;28
18;42;442;arrival;7112_1;20696;138;1395
18;42;444;arrival;7865_1;11490;83;762
18;42;451;arrival;6392_1;4542;339;3351
18;42;452;arrival;8295_1;3182;312;3186
18;42;453;arrival;6392_1;4542;339;3351
18;42;456;arrival;6590_1;6902;236;2497
18;42;459;arrival;6590_1;6902;236;2497
18;42;460;arrival;7160_1;17955;79;812
18;42;462;arrival;6392_1;4542;339;3351
18;43;479;arrival;7943_1;14320;326;3288
18;43;479;arrival;5978_1;18229;320;3082
