close_street;28149749;4477205567;100;1600;0
close_street;4477205567;4477205566;100;1600;0
close_street;4477205566;28149750;100;1600;0
close_street;60609600;60609601;100;1600;0
close_street;60609601;4477205562;100;1600;0
close_street;4477205562;60609602;100;1600;0
close_street;60609602;60609603;100;1600;0
close_street;60609603;4477205565;100;1600;0
close_street;4477205565;60609604;100;1600;0
close_street;60609604;28149750;100;1600;0
close_street;60609600;1423143140;100;1600;0
close_street;1423143140;1423143142;100;1600;0
close_street;1423143142;60609616;100;1600;0
close_street;60609616;1423143144;100;1600;0
close_street;1423143144;60609617;100;1600;0
close_street;60609617;1423143143;100;1600;0
close_street;1423143143;60609618;100;1600;0
close_street;60609618;4350479468;100;1600;0
close_street;4350479468;1423143138;100;1600;0
close_street;1423143138;1952529574;100;1600;0
close_street;1952529574;4350479392;100;1600;0
close_street;4350479392;1952529559;100;1600;0
close_street;1952529559;1952529583;100;1600;0
close_street;60609607;444959835;100;1600;0
close_street;60609600;1952545097;100;1600;0
close_street;1952545097;1952545105;100;1600;0
close_street;1952545105;1952545125;100;1600;0
close_street;1952545125;1952545112;100;1600;0
close_street;1952545112;1952545082;100;1600;0
close_street;1952545082;1952545098;100;1600;0
close_street;1952545098;1952545092;100;1600;0
close_street;1952545092;1952545094;100;1600;0
close_street;1952545094;1952545095;100;1600;0
close_street;1952545095;1953778527;100;1600;0
close_street;28149758;2454667311;100;1600;0
close_street;2454667311;2454667313;100;1600;0
close_street;2454667313;1943675983;100;1600;0
close_street;1943675983;1943676006;100;1600;0
close_street;1943676006;28149757;100;1600;0
close_street;28149757;4477205563;100;1600;0
close_street;4477205563;28149755;100;1600;0
close_street;28149755;1953784146;100;1600;0
close_street;158836448;5688577024;100;1600;0
close_street;5688577024;444959680;100;1600;0
close_street;1962732985;2520923656;100;1600;0
close_street;2520923656;3956576358;100;1600;0
close_street;3956576360;3956576357;100;1600;0
close_street;3956576357;3956576356;100;1600;0
close_street;3956576356;1962733030;100;1600;0
close_street;1962733030;1962733111;100;1600;0
close_street;1962733111;1962733048;100;1600;0
close_street;1962733048;1962733047;100;1600;0
close_street;1962733047;1962733090;100;1600;0
close_street;1962733090;1962733018;100;1600;0
close_street;1962733018;1962733123;100;1600;0
close_street;1962733123;4181736162;100;1600;0
close_street;4181736162;5748135390;100;1600;0
close_street;5748135390;5748135394;100;1600;0
close_street;5748135394;142774424;100;1600;0
close_street;157195772;465888397;100;1600;0
close_street;465888397;1669578478;100;1600;0
close_street;1669578478;1669578482;100;1600;0
close_street;206274836;2520923705;100;1600;0
close_street;2520923705;206278842;100;1600;0
close_street;206278842;2521966888;100;1600;0
close_street;1832159342;5647540862;100;1600;0
close_street;5647540862;4581048783;100;1600;0
close_street;4581048783;4581048780;100;1600;0
close_street;4581048780;4581048784;100;1600;0
close_street;4581048784;2520923685;100;1600;0
close_street;2520923685;142788280;100;1600;0
close_street;142788280;2520923689;100;1600;0
close_street;2520923689;5497615398;100;1600;0
close_street;5497615398;5497615394;100;1600;0
close_street;5497615394;1832159386;100;1600;0
close_street;1832159386;5497615396;100;1600;0
close_street;5497615396;2614771224;100;1600;0
close_street;2614771224;2128070471;100;1600;0
close_street;2128070471;2614771228;100;1600;0
close_street;2614771228;2614771232;100;1600;0
close_street;2614771232;1832159391;100;1600;0
close_street;142787029;4055491657;100;1600;0
close_street;4055491657;4055491659;100;1600;0
close_street;4055491659;2363334650;100;1600;0
close_street;2363334650;477363512;100;1600;0
close_street;477363512;3298557597;100;1600;0
close_street;3298557597;3355053133;100;1600;0
close_street;3355053133;5573621303;100;1600;0
close_street;5573621303;167403203;100;1600;0
close_street;1836144513;1836144514;100;1600;0
close_street;1836144514;3446866627;100;1600;0
close_street;3446866627;465995946;100;1600;0
close_street;465995946;931043759;100;1600;0
close_street;931043759;465907655;100;1600;0
close_street;465907655;2051762297;100;1600;0
close_street;2051762297;466028993;100;1600;0
close_street;466028993;1832057601;100;1600;0
close_street;1832057601;2520923710;100;1600;0
close_street;2520923710;1832057608;100;1600;0
close_street;1832057608;2520923712;100;1600;0
close_street;2520923712;5576620974;100;1600;0
close_street;5576620974;1832057639;100;1600;0
close_street;167403201;1832037295;100;1600;0
close_street;1832037295;5576620958;100;1600;0
close_street;5576620958;1832037292;100;1600;0
close_street;1832037292;5576620959;100;1600;0
close_street;5576620959;465888596;100;1600;0
close_street;465888596;465888284;100;1600;0
close_street;465888284;465888365;100;1600;0
close_street;465888365;2520923719;100;1600;0
close_street;2520923719;1832037287;100;1600;0
close_street;1832037287;2520923714;100;1600;0
close_street;2520923714;2051762301;100;1600;0
close_street;2051762301;2051762299;100;1600;0
close_street;2051762299;465907511;100;1600;0
close_street;465907511;465907517;100;1600;0
close_street;465907517;465907521;100;1600;0
close_street;465907521;465901513;100;1600;0
close_street;465901513;1836154775;100;1600;0
close_street;1861170808;142775802;100;1600;0
close_street;142775802;142775804;100;1600;0
close_street;142775804;1962732991;100;1600;0
close_street;1962732991;1962732985;100;1600;0
close_street;206274836;2380747080;100;1600;0
close_street;2520923734;5348318313;100;1600;0
close_street;5348318313;465888319;100;1600;0
close_street;465888319;465888332;100;1600;0
close_street;465888332;465888365;100;1600;0
close_street;4345259138;1837164902;100;1600;0
close_street;1837164902;465901390;100;1600;0
close_street;465901390;1837164945;100;1600;0
close_street;1837164945;1837164911;100;1600;0
close_street;1837164911;4475986367;100;1600;0
