20392312-469d-47f0-9d86-8c6803698873;2018-08-14T12:39:58.297878;2018-08-14T12:39:58.770896
20392312-469d-47f0-9d86-8c6803698873;2018-08-14T12:39:58.297878;2018-08-14T12:39:58.771828
5f174d19-da87-402c-8f54-33fc3e0cc3a6;2018-08-14T12:40:51.823739;2018-08-14T12:40:52.279515
5f174d19-da87-402c-8f54-33fc3e0cc3a6;2018-08-14T12:40:51.823739;2018-08-14T12:40:52.279809
5ab744b7-6e42-4c8b-8e53-2e42a2f73af1;2018-08-14T12:41:02.633826;2018-08-14T12:41:03.563978
5ab744b7-6e42-4c8b-8e53-2e42a2f73af1;2018-08-14T12:41:02.633826;2018-08-14T12:41:03.564374
f277e635-93b3-4f37-a604-ca14df3bf044;2018-08-14T12:41:09.896741;2018-08-14T12:41:10.626531
d3a85ded-278e-461d-bcd7-8c4e1a205e17;2018-08-14T12:41:48.936719;2018-08-14T12:41:49.428539
d3a85ded-278e-461d-bcd7-8c4e1a205e17;2018-08-14T12:41:48.936719;2018-08-14T12:41:49.430547
b5f00c8f-bbbf-4a2c-90fd-2cdaff6be4b3;2018-08-14T12:41:53.449754;2018-08-14T12:41:54.219625
5df1663f-08a0-4761-8df7-af2665e6f4de;2018-08-14T12:42:24.334850;2018-08-14T12:42:24.708426
f4c8584c-9fc0-4364-b16b-b49443dd72a4;2018-08-14T12:42:35.226469;2018-08-14T12:42:36.683203
f4c8584c-9fc0-4364-b16b-b49443dd72a4;2018-08-14T12:42:35.226469;2018-08-14T12:42:36.683898
56674aa0-7ddb-4da2-ada1-4c7eecea3bfb;2018-08-14T12:42:39.808745;2018-08-14T12:42:40.740057
117d504a-ae49-4fec-b2ee-05f3dab5cadd;2018-08-14T12:42:55.350994;2018-08-14T12:42:56.638510
0972e5a1-098d-46b0-ad86-c170df326f1c;2018-08-14T12:43:05.398195;2018-08-14T12:43:07.080991
0f63cb49-829c-41ac-969d-2d337bda6935;2018-08-14T12:43:39.988976;2018-08-14T12:43:41.018786
0f63cb49-829c-41ac-969d-2d337bda6935;2018-08-14T12:43:39.988976;2018-08-14T12:43:41.019082
614620c5-cef6-421d-978d-b119daab3b97;2018-08-14T12:43:51.884872;2018-08-14T12:43:52.423594
1948dd53-5e3a-4cb8-8e78-15249faf4cb2;2018-08-14T12:44:00.057515;2018-08-14T12:44:01.254942
1dd155b4-5f1c-4d04-bb48-e876c3aad0f6;2018-08-14T12:44:26.527445;2018-08-14T12:44:27.468628
1dd155b4-5f1c-4d04-bb48-e876c3aad0f6;2018-08-14T12:44:26.527445;2018-08-14T12:44:27.468919
c650258d-3d28-41e6-a00f-74cadbfeb0e2;2018-08-14T12:44:44.723179;2018-08-14T12:44:45.317048
03b7db55-c011-4d4d-b303-86b15e1deca0;2018-08-14T12:45:51.220115;2018-08-14T12:45:52.948040
a0efd581-ded1-47f8-9edc-c096f6a78317;2018-08-14T12:46:25.730155;2018-08-14T12:46:27.073632
39e09976-9e61-46f5-bf29-e512a165517e;2018-08-14T12:46:31.206633;2018-08-14T12:46:32.615753
39349af8-d916-4559-bf96-4d9613e5335a;2018-08-14T12:46:36.690393;2018-08-14T12:46:38.017394
0aaac30c-0e14-4112-8d0d-492bc8adc35a;2018-08-14T12:47:06.780181;2018-08-14T12:47:07.605688
6fcb1d73-f154-4ef5-a545-a33331baa371;2018-08-14T12:47:52.347227;2018-08-14T12:47:53.687135
6fcb1d73-f154-4ef5-a545-a33331baa371;2018-08-14T12:47:52.347227;2018-08-14T12:47:53.690277
