582e684c-1c3e-497e-855e-83695c8aa600;2018-08-13T20:22:23.370209;2018-08-13T20:22:23.757577
40a5e844-7091-479b-bb30-da76a50dc3fd;2018-08-13T20:22:25.187367;2018-08-13T20:22:25.587462
0718d6c6-4a0b-4883-92f7-88c9429c5998;2018-08-13T20:22:56.261255;2018-08-13T20:22:57.632069
1d1b2d9c-8e76-4b51-9c8c-5b4c9d35a6a2;2018-08-13T20:23:24.481311;2018-08-13T20:23:25.473112
1d1b2d9c-8e76-4b51-9c8c-5b4c9d35a6a2;2018-08-13T20:23:24.481311;2018-08-13T20:23:25.473369
39e302a7-f805-4f9f-8b31-6042738cf8e8;2018-08-13T20:23:43.731323;2018-08-13T20:23:44.876696
39e302a7-f805-4f9f-8b31-6042738cf8e8;2018-08-13T20:23:43.731323;2018-08-13T20:23:44.876951
6a5d482b-511d-4e78-8bf6-65ea3d471366;2018-08-13T20:23:50.174558;2018-08-13T20:23:51.070809
6a5d482b-511d-4e78-8bf6-65ea3d471366;2018-08-13T20:23:50.174558;2018-08-13T20:23:51.071022
eb89331d-fdf7-407a-8e73-6f29a535ed74;2018-08-13T20:23:51.088633;2018-08-13T20:23:51.906523
0bec0c5c-db99-4502-a708-8695015efdc7;2018-08-13T20:23:57.496973;2018-08-13T20:23:59.019180
0bec0c5c-db99-4502-a708-8695015efdc7;2018-08-13T20:23:57.496973;2018-08-13T20:23:59.019427
866f0ea3-b81d-4950-a30a-533c83dfabc6;2018-08-13T20:23:58.410085;2018-08-13T20:23:59.046741
a95a72bc-6b75-4ff6-9ed0-377a8d04d850;2018-08-13T20:24:03.832720;2018-08-13T20:24:04.769694
cdf6e784-4414-4f4b-beea-7041906c6850;2018-08-13T20:24:22.008869;2018-08-13T20:24:23.189980
d09cf29b-ed1d-4f42-91ea-bdad8b3a50ce;2018-08-13T20:24:27.530782;2018-08-13T20:24:28.828019
d09cf29b-ed1d-4f42-91ea-bdad8b3a50ce;2018-08-13T20:24:27.530782;2018-08-13T20:24:28.828573
36a24336-4fb4-4cec-849e-be3a6f8069c0;2018-08-13T20:24:41.167307;2018-08-13T20:24:41.957292
36a24336-4fb4-4cec-849e-be3a6f8069c0;2018-08-13T20:24:41.167307;2018-08-13T20:24:41.957599
47f2ba6d-bb0f-4d95-a47e-5b99f376b4c8;2018-08-13T20:25:23.448075;2018-08-13T20:25:24.442334
59c72651-8dea-49af-b203-fbc465f9b804;2018-08-13T20:25:44.316883;2018-08-13T20:25:45.285378
cdbe5109-a4b5-4e8e-bd40-3c36499d96dc;2018-08-13T20:26:02.483041;2018-08-13T20:26:03.888404
cdbe5109-a4b5-4e8e-bd40-3c36499d96dc;2018-08-13T20:26:02.483041;2018-08-13T20:26:03.888742
bcb3374d-9c07-4308-8271-749aae2ccc99;2018-08-13T20:26:09.850035;2018-08-13T20:26:11.051965
b23e65d1-433c-44e1-9668-be7be05bacf0;2018-08-13T20:26:21.703073;2018-08-13T20:26:22.850746
b23e65d1-433c-44e1-9668-be7be05bacf0;2018-08-13T20:26:21.703073;2018-08-13T20:26:22.851029
bb94c28a-e1c5-4443-a3f8-93cdf25fa728;2018-08-13T20:26:24.450697;2018-08-13T20:26:25.907619
bb94c28a-e1c5-4443-a3f8-93cdf25fa728;2018-08-13T20:26:24.450697;2018-08-13T20:26:25.907962
986a7d46-a385-496b-b430-5f15227e91e5;2018-08-13T20:26:48.150950;2018-08-13T20:26:49.420395
986a7d46-a385-496b-b430-5f15227e91e5;2018-08-13T20:26:48.150950;2018-08-13T20:26:49.421397
89bae415-d6fd-4a0c-b872-5718b264ab76;2018-08-13T20:27:16.476823;2018-08-13T20:27:17.836716
a5f0d8c8-27ac-4253-8078-0b30e7ebe716;2018-08-13T20:27:19.145220;2018-08-13T20:27:19.991571
a5f0d8c8-27ac-4253-8078-0b30e7ebe716;2018-08-13T20:27:19.145220;2018-08-13T20:27:19.991915
3590f1ea-e053-4ef8-9b23-3f65c822c6d7;2018-08-13T20:27:30.162733;2018-08-13T20:27:30.515937
