0;60685898;444959652;7045;1;1;car;c26ab9af-484e-4b49-adff-9f39aed30a70
1;60685898;444959652;7045;1;1;car;d801ca86-a755-4af9-b272-a6de4d454eac
2;60685898;444959652;7045;1;1;car;ef37ed07-a0f0-4c2c-be72-d364d1b84fe9
3;60685898;444959652;7045;1;1;car;53d7508c-1176-4b85-afa9-35b0dfc1a71a
4;60685898;444959652;7045;1;1;car;598b4b88-b830-47a9-8785-a0cd6c15a718
5;60685898;444959652;7045;1;1;car;05d3e086-28d5-4c13-a16a-16486bd701ad
6;60685898;444959652;7045;1;1;car;c0f23518-8550-4659-89c8-4de6962c97e6
7;60685898;444959652;7045;1;1;car;f876fb74-fd6c-4d9c-a033-2d2494839ec2
8;60685898;444959652;7045;1;1;car;27ca2bc9-eb53-486a-ba6c-6fb81e9594df
9;60685898;444959652;7045;1;1;car;34bf0a2f-3dd6-4960-83cc-4752ddb89ac6
10;60685898;444959652;7045;1;1;car;95e31ae4-e459-4088-88b7-2ba3d21a2b9f
11;60685898;444959652;7045;1;1;car;8405045a-0449-443c-a855-e8a00c43bdfb
12;60685898;444959652;7045;1;1;car;2a4ebfd7-6dfc-47c9-80e0-2d78f1d579ed
13;60685898;444959652;7045;1;1;car;7a7e87fe-b603-406b-bdcf-3261d1e4d025
14;60685898;444959652;7045;1;1;car;feaae098-3554-43c3-90d4-a33d4d4811c7
15;60685898;444959652;7045;1;1;car;3728a81f-1fdf-4688-bc5f-f15898dd2146
16;60685898;444959652;7045;1;1;car;193fb36c-422a-49cf-940e-4e93a8c8ad3d
17;60685898;444959652;7045;1;1;car;00ace203-a804-458b-ab8c-bfb71dfa88bd
18;60685898;444959652;7045;1;1;car;e5dda420-f336-4406-9628-a773f82004dc
19;60685898;444959652;7045;1;1;car;b55b79ec-ec46-4e50-a047-4877bc176132
20;60685898;444959652;7045;1;1;car;1b447447-a0d5-402f-9c9a-aee283fddffc
21;60685898;444959652;7045;1;1;car;a155369a-2d83-4f31-abc7-b5d265551db5
22;60685898;444959652;7045;1;1;car;d2063232-f140-4449-a6f0-1869692203be
23;60685898;444959652;7045;1;1;car;9a890390-5fe5-46b5-931c-1130aad53b32
24;60685898;444959652;7045;1;1;car;905def58-6fa4-4818-a544-bedf31ce88ba
25;60685898;444959652;7045;1;1;car;3dedd57d-8c1b-4a9b-8658-35de85fa9fcb
26;60685898;444959652;7045;1;1;car;12a53551-bde7-411b-9045-1b40ce368d82
27;60685898;444959652;7045;1;1;car;28332c00-bdc1-44fb-90e0-5eb9094c4c84
28;60685898;444959652;7045;1;1;car;acaeaa51-5c88-4445-b6e7-168f7da90699
29;60685898;444959652;7045;1;1;car;dc0c42d9-b617-403a-8b0c-f121ec31593d
30;60685898;444959652;7045;1;1;car;c30321e1-b8e0-4154-893f-b422d8fc9344
31;60685898;444959652;7045;1;1;car;bcde90f3-2013-481e-8e1d-4e30f2bc03a9
32;60685898;444959652;7045;1;1;car;b38a3a43-670e-4f95-99f6-0d1d83bbfccd
33;60685898;444959652;7045;1;1;car;801e4907-71ad-406c-81a4-0640db8d5e67
34;60685898;444959652;7045;1;1;car;cb8c1778-521c-4212-937f-fe1433f167e0
35;60685898;444959652;7045;1;1;car;3b8bfcbc-7951-4578-b351-e74e99b32b31
36;60685898;444959652;7045;1;1;car;9491db99-7350-4489-97d9-a2ee20d21a99
37;60685898;444959652;7045;1;1;car;43629bcc-e57b-4fdb-b2e0-752d0cb136ff
38;60685898;444959652;7045;1;1;car;a015e791-155f-4c1b-a793-db4da23d0d7b
39;60685898;444959652;7045;1;1;car;34f56cd7-ec44-4745-a961-d6c5b8137500
40;60685898;444959652;7045;1;1;car;d1752b7f-9289-4977-a452-4d26909c7950
41;60685898;444959652;7045;1;1;car;0921af0b-c38e-41e7-8725-49bd69a1dcac
42;60685898;444959652;7045;1;1;car;d05fe648-b98b-40ef-bfbd-167c45409221
43;60685898;444959652;7045;1;1;car;901551c7-7055-4576-ab23-d4b02ef7a394
44;60685898;444959652;7045;1;1;car;02cfc527-d4f4-43fb-8fae-5f07d125447b
45;60685898;444959652;7045;1;1;car;ff4a3fda-39fb-4744-bb3c-61da57db68a8
46;60685898;444959652;7045;1;1;car;578f01d4-d6ba-42cc-bcb3-b49375e2dc64
47;60685898;444959652;7045;1;1;car;4f1079f2-545b-4b67-9a86-e8a8e20b27c4
48;60685898;444959652;7045;1;1;car;f9c54192-8ded-4ec6-a86a-9a86ecf329e1
49;60685898;444959652;7045;1;1;car;1467a715-58b1-4a77-ac9e-73e97ff6f8e6
50;60685898;444959652;7045;1;1;car;da84597c-00ff-435f-bdfe-9bf2c13acb83
51;4085233869;1595406109;8898;1;1;car;7e0cf4b6-e359-433c-8d5e-a7964fb66399
52;4085233869;1595406109;8898;1;1;car;7b0f858f-84a1-4b18-88fb-8a2d1d4a34e6
53;4085233869;1595406109;8898;1;1;car;3f98c18c-5ba5-4ce7-bf52-98e64473623c
54;4085233869;1595406109;8898;1;1;car;f945b555-de9c-40f8-82a3-be5c26fca529
55;4085233869;1595406109;8898;1;1;car;a390dc0f-cb45-416c-bfc7-751260495490
56;4085233869;1595406109;8898;1;1;car;7055bee9-10ef-485f-8a5a-5d964453bb1f
57;4085233869;1595406109;8898;1;1;car;888d12cf-36a0-4585-9c86-015eb20431ba
58;4085233869;1595406109;8898;1;1;car;0d3af405-a690-4b4f-8b3b-b39b65f92dae
59;4085233869;1595406109;8898;1;1;car;7df15bbd-688a-4cbe-b515-41d3d3bda498
60;4085233869;1595406109;8898;1;1;car;6897ce83-fe6f-4640-a061-ac42ce199c49
61;4085233869;1595406109;8898;1;1;car;07c1832b-5dde-44c4-8568-599ea12de88d
62;4085233869;1595406109;8898;1;1;car;e8d31e38-9e03-4d3e-b5e2-ef74aeb65e67
63;4085233869;1595406109;8898;1;1;car;f9049507-cc51-4df8-b866-3c376d13096c
64;4085233869;1595406109;8898;1;1;car;3dc8c40f-e39c-493a-b195-4e1a0881ba03
65;4085233869;1595406109;8898;1;1;car;b0ee632d-b8ac-4605-a460-bb8542b25adc
66;4085233869;1595406109;8898;1;1;car;b66ee7bc-e470-40a3-b3ec-85871ce558c5
67;4085233869;1595406109;8898;1;1;car;08c36b9a-fd18-42cd-99f6-9d6e2f28a237
68;4085233869;1595406109;8898;1;1;car;ad8e887b-eb13-4c85-86e3-67d370787b3c
